run_id,vin,model_variant,line_entry_time,line_entry_minute,bottleneck_impacted,defect_risk,sensorless_drift_flagged,machine_failure_impacted,flagged_for_inspection,affected_events
RUN-001,VIN-2026095,SUV,2026-08-01 08:06:31,126.52,True,False,False,False,False,RUN001-EVT02
RUN-001,VIN-2026096,Sedan,2026-08-01 08:08:02,128.05,True,False,False,False,False,RUN001-EVT02
RUN-001,VIN-2026097,Sedan,2026-08-01 08:09:13,129.23,True,False,False,False,False,RUN001-EVT02
RUN-001,VIN-2026098,Sedan,2026-08-01 08:10:33,130.55,True,False,False,False,False,RUN001-EVT02
RUN-001,VIN-2026099,SUV,2026-08-01 08:11:55,131.92,True,False,False,False,False,RUN001-EVT02
RUN-001,VIN-2026100,Sedan,2026-08-01 08:13:24,133.4,True,False,False,False,False,RUN001-EVT02
RUN-001,VIN-2026101,SUV,2026-08-01 08:14:46,134.78,True,False,False,False,False,RUN001-EVT02
RUN-001,VIN-2026102,Sedan,2026-08-01 08:15:55,135.93,True,False,False,False,False,RUN001-EVT02
RUN-001,VIN-2026103,SUV,2026-08-01 08:17:14,137.25,True,False,False,False,False,RUN001-EVT02
RUN-001,VIN-2026104,EV,2026-08-01 08:18:50,138.83,True,False,False,False,False,RUN001-EVT02
RUN-001,VIN-2026105,Sedan,2026-08-01 08:19:56,139.95,True,False,False,False,False,RUN001-EVT02
RUN-001,VIN-2026106,Sedan,2026-08-01 08:21:21,141.35,False,False,False,False,False,
RUN-001,VIN-2026107,Sedan,2026-08-01 08:22:38,142.64,False,False,False,False,False,
RUN-001,VIN-2026108,Sedan,2026-08-01 08:24:07,144.12,False,False,False,False,False,
RUN-001,VIN-2026109,Sedan,2026-08-01 08:25:25,145.42,False,False,False,False,False,
RUN-001,VIN-2026110,SUV,2026-08-01 08:26:41,146.69,False,False,False,False,False,
RUN-001,VIN-2026111,EV,2026-08-01 08:27:58,147.98,False,False,False,False,False,
RUN-001,VIN-2026112,SUV,2026-08-01 08:29:16,149.28,False,False,False,False,False,
RUN-001,VIN-2026113,SUV,2026-08-01 08:30:41,150.69,False,False,False,False,False,
RUN-001,VIN-2026114,Sedan,2026-08-01 08:32:03,152.06,False,False,False,False,False,
RUN-001,VIN-2026115,Sedan,2026-08-01 08:33:16,153.27,False,False,False,False,False,
RUN-001,VIN-2026116,Sedan,2026-08-01 08:34:48,154.8,False,False,False,False,False,
RUN-001,VIN-2026117,Sedan,2026-08-01 08:36:03,156.06,False,False,False,False,False,
RUN-001,VIN-2026118,EV,2026-08-01 08:37:11,157.19,False,False,False,False,False,
RUN-001,VIN-2026119,Sedan,2026-08-01 08:38:36,158.6,False,False,False,False,False,
RUN-001,VIN-2026120,EV,2026-08-01 08:40:03,160.05,False,False,False,False,False,
RUN-001,VIN-2026121,Sedan,2026-08-01 08:41:11,161.19,False,False,False,False,False,
RUN-001,VIN-2026122,EV,2026-08-01 08:42:39,162.66,False,False,False,False,False,
RUN-001,VIN-2026123,EV,2026-08-01 08:44:04,164.07,False,False,False,False,False,
RUN-001,VIN-2026124,SUV,2026-08-01 08:45:23,165.4,False,False,False,False,False,
RUN-001,VIN-2026125,Sedan,2026-08-01 08:46:37,166.62,False,False,False,False,False,
RUN-001,VIN-2026126,SUV,2026-08-01 08:47:57,167.96,False,False,False,False,False,
RUN-001,VIN-2026127,SUV,2026-08-01 08:49:19,169.33,False,False,False,False,False,
RUN-001,VIN-2026128,EV,2026-08-01 08:50:47,170.8,False,False,False,False,False,
RUN-001,VIN-2026129,EV,2026-08-01 08:51:54,171.91,False,False,False,False,False,
RUN-001,VIN-2026130,SUV,2026-08-01 08:53:15,173.26,False,False,False,False,False,
RUN-001,VIN-2026131,Sedan,2026-08-01 08:54:35,174.6,False,False,False,False,False,
RUN-001,VIN-2026132,Sedan,2026-08-01 08:55:57,175.96,False,False,False,False,False,
RUN-001,VIN-2026133,EV,2026-08-01 08:57:24,177.41,False,False,False,False,False,
RUN-001,VIN-2026134,Sedan,2026-08-01 08:58:41,178.69,False,False,False,False,False,
RUN-001,VIN-2026135,Sedan,2026-08-01 08:59:58,179.98,False,False,False,False,False,
RUN-001,VIN-2026136,EV,2026-08-01 09:01:20,181.34,False,False,False,False,False,
RUN-001,VIN-2026137,Sedan,2026-08-01 09:02:46,182.78,False,False,False,False,False,
RUN-001,VIN-2026138,Sedan,2026-08-01 09:04:05,184.09,False,False,False,False,False,
RUN-001,VIN-2026139,Sedan,2026-08-01 09:05:21,185.36,False,False,False,False,False,
RUN-001,VIN-2026140,EV,2026-08-01 09:06:42,186.71,False,False,False,False,False,
RUN-001,VIN-2026141,SUV,2026-08-01 09:07:53,187.89,False,False,False,False,False,
RUN-001,VIN-2026142,SUV,2026-08-01 09:09:23,189.39,False,False,False,False,False,
RUN-001,VIN-2026143,Sedan,2026-08-01 09:10:39,190.65,False,False,False,False,False,
RUN-001,VIN-2026144,Sedan,2026-08-01 09:12:04,192.08,False,False,False,False,False,
RUN-001,VIN-2026145,SUV,2026-08-01 09:13:16,193.27,False,False,False,False,False,
RUN-001,VIN-2026146,SUV,2026-08-01 09:14:42,194.71,False,False,False,False,False,
RUN-001,VIN-2026147,SUV,2026-08-01 09:16:02,196.04,False,False,False,False,False,
RUN-001,VIN-2026148,Sedan,2026-08-01 09:17:26,197.44,False,False,False,False,False,
RUN-001,VIN-2026149,Sedan,2026-08-01 09:18:38,198.64,False,False,False,False,False,
RUN-001,VIN-2026150,SUV,2026-08-01 09:19:53,199.9,False,False,False,False,False,
RUN-001,VIN-2026151,Sedan,2026-08-01 09:21:19,201.32,False,False,False,False,False,
RUN-001,VIN-2026152,SUV,2026-08-01 09:22:31,202.53,False,False,False,False,False,
RUN-001,VIN-2026153,Sedan,2026-08-01 09:23:51,203.85,False,False,False,False,False,
RUN-001,VIN-2026154,Sedan,2026-08-01 09:25:18,205.31,False,False,False,False,False,
RUN-001,VIN-2026155,Sedan,2026-08-01 09:26:43,206.73,False,False,False,False,False,
RUN-001,VIN-2026156,EV,2026-08-01 09:28:01,208.02,False,False,False,False,False,
RUN-001,VIN-2026157,Sedan,2026-08-01 09:29:21,209.36,False,False,False,False,False,
RUN-001,VIN-2026158,Sedan,2026-08-01 09:30:42,210.71,False,False,False,False,False,
RUN-001,VIN-2026159,SUV,2026-08-01 09:32:00,212.01,False,False,False,False,False,
RUN-001,VIN-2026160,Sedan,2026-08-01 09:33:18,213.31,False,False,False,False,False,
RUN-001,VIN-2026161,EV,2026-08-01 09:34:39,214.65,False,False,False,False,False,
RUN-001,VIN-2026162,Sedan,2026-08-01 09:35:57,215.95,False,False,False,False,False,
RUN-001,VIN-2026163,SUV,2026-08-01 09:37:12,217.21,False,False,False,False,False,
RUN-001,VIN-2026164,SUV,2026-08-01 09:38:40,218.68,False,False,False,False,False,
RUN-001,VIN-2026165,SUV,2026-08-01 09:39:53,219.9,False,False,False,False,False,
RUN-001,VIN-2026166,Sedan,2026-08-01 09:41:25,221.43,False,False,False,False,False,
RUN-001,VIN-2026167,SUV,2026-08-01 09:42:44,222.75,False,False,False,False,False,
RUN-001,VIN-2026168,Sedan,2026-08-01 09:44:00,224.0,False,False,False,False,False,
RUN-001,VIN-2026169,SUV,2026-08-01 09:45:28,225.48,False,False,False,False,False,
RUN-001,VIN-2026170,Sedan,2026-08-01 09:46:45,226.77,False,False,False,False,False,
RUN-001,VIN-2026171,Sedan,2026-08-01 09:47:58,227.98,False,False,False,False,False,
RUN-001,VIN-2026172,Sedan,2026-08-01 09:49:26,229.44,False,False,False,False,False,
RUN-001,VIN-2026173,Sedan,2026-08-01 09:50:33,230.56,False,False,False,False,False,
RUN-001,VIN-2026174,SUV,2026-08-01 09:52:04,232.08,False,False,False,False,False,
RUN-001,VIN-2026175,Sedan,2026-08-01 09:53:27,233.45,False,False,False,False,False,
RUN-001,VIN-2026176,EV,2026-08-01 09:54:44,234.74,False,False,False,False,False,
RUN-001,VIN-2026177,Sedan,2026-08-01 09:55:51,235.86,False,False,False,False,False,
RUN-001,VIN-2026178,SUV,2026-08-01 09:57:09,237.16,False,False,False,False,False,
RUN-001,VIN-2026179,Sedan,2026-08-01 09:58:43,238.72,False,False,False,False,False,
RUN-002,VIN-2026180,SUV,2026-08-02 06:00:03,0.06,False,False,False,False,False,
RUN-002,VIN-2026181,SUV,2026-08-02 06:01:24,1.41,False,False,False,False,False,
RUN-002,VIN-2026182,Sedan,2026-08-02 06:02:43,2.73,False,False,False,False,False,
RUN-002,VIN-2026183,SUV,2026-08-02 06:04:03,4.05,False,False,False,False,False,
RUN-002,VIN-2026184,SUV,2026-08-02 06:05:25,5.43,False,False,False,False,False,
RUN-002,VIN-2026185,SUV,2026-08-02 06:06:32,6.54,False,False,False,False,False,
RUN-002,VIN-2026186,SUV,2026-08-02 06:07:59,7.99,False,False,False,False,False,
RUN-002,VIN-2026187,SUV,2026-08-02 06:09:15,9.26,False,False,False,False,False,
RUN-002,VIN-2026188,EV,2026-08-02 06:10:48,10.81,False,False,False,False,False,
RUN-002,VIN-2026189,Sedan,2026-08-02 06:11:54,11.9,False,False,False,False,False,
RUN-002,VIN-2026190,SUV,2026-08-02 06:13:20,13.35,False,False,False,False,False,
RUN-002,VIN-2026191,Sedan,2026-08-02 06:14:43,14.73,False,False,False,False,False,
RUN-002,VIN-2026192,Sedan,2026-08-02 06:16:02,16.05,False,False,False,False,False,
RUN-002,VIN-2026193,SUV,2026-08-02 06:17:13,17.23,False,False,False,False,False,
RUN-002,VIN-2026194,SUV,2026-08-02 06:18:35,18.6,False,False,False,False,False,
RUN-002,VIN-2026195,SUV,2026-08-02 06:20:13,20.23,False,False,False,False,False,
RUN-002,VIN-2026196,EV,2026-08-02 06:21:23,21.39,False,False,False,False,False,
RUN-002,VIN-2026197,SUV,2026-08-02 06:22:30,22.5,False,False,False,False,False,
RUN-002,VIN-2026198,Sedan,2026-08-02 06:23:54,23.91,False,False,False,False,False,
RUN-002,VIN-2026199,SUV,2026-08-02 06:25:17,25.3,False,False,False,False,False,
RUN-002,VIN-2026200,Sedan,2026-08-02 06:26:39,26.66,False,False,False,False,False,
RUN-002,VIN-2026201,Sedan,2026-08-02 06:27:59,28.0,False,False,False,False,False,
RUN-002,VIN-2026202,Sedan,2026-08-02 06:29:20,29.34,False,False,False,False,False,
RUN-002,VIN-2026203,SUV,2026-08-02 06:30:37,30.62,False,False,False,False,False,
RUN-002,VIN-2026204,Sedan,2026-08-02 06:32:08,32.14,False,False,False,False,False,
RUN-002,VIN-2026205,Sedan,2026-08-02 06:33:20,33.35,False,False,False,False,False,
RUN-002,VIN-2026206,Sedan,2026-08-02 06:34:49,34.83,False,False,False,False,False,
RUN-002,VIN-2026207,SUV,2026-08-02 06:36:06,36.11,False,False,False,False,False,
RUN-002,VIN-2026208,Sedan,2026-08-02 06:37:30,37.51,False,False,False,False,False,
RUN-002,VIN-2026209,Sedan,2026-08-02 06:38:42,38.7,False,False,False,False,False,
RUN-002,VIN-2026210,SUV,2026-08-02 06:39:58,39.98,False,False,False,False,False,
RUN-002,VIN-2026211,Sedan,2026-08-02 06:41:21,41.35,False,False,False,False,False,
RUN-002,VIN-2026212,Sedan,2026-08-02 06:42:39,42.66,False,False,False,False,False,
RUN-002,VIN-2026213,SUV,2026-08-02 06:43:59,43.99,False,False,False,False,False,
RUN-002,VIN-2026214,EV,2026-08-02 06:45:22,45.37,False,False,False,False,False,
RUN-002,VIN-2026215,Sedan,2026-08-02 06:46:49,46.82,False,False,False,False,False,
RUN-002,VIN-2026216,SUV,2026-08-02 06:47:55,47.92,False,False,False,False,False,
RUN-002,VIN-2026217,EV,2026-08-02 06:49:24,49.41,False,False,False,False,False,
RUN-002,VIN-2026218,SUV,2026-08-02 06:50:43,50.72,False,False,False,False,False,
RUN-002,VIN-2026219,Sedan,2026-08-02 06:52:04,52.08,False,False,False,False,False,
RUN-002,VIN-2026220,SUV,2026-08-02 06:53:20,53.34,False,False,False,False,False,
RUN-002,VIN-2026221,SUV,2026-08-02 06:54:35,54.59,False,False,False,False,False,
RUN-002,VIN-2026222,Sedan,2026-08-02 06:56:02,56.05,False,False,False,False,False,
RUN-002,VIN-2026223,Sedan,2026-08-02 06:57:29,57.5,False,False,False,False,False,
RUN-002,VIN-2026224,Sedan,2026-08-02 06:58:44,58.73,False,False,False,False,False,
RUN-002,VIN-2026225,SUV,2026-08-02 07:00:04,60.07,False,False,False,False,False,
RUN-002,VIN-2026226,Sedan,2026-08-02 07:01:25,61.43,False,False,False,False,False,
RUN-002,VIN-2026227,SUV,2026-08-02 07:02:32,62.55,False,False,False,False,False,
RUN-002,VIN-2026228,Sedan,2026-08-02 07:04:05,64.1,False,False,False,False,False,
RUN-002,VIN-2026229,SUV,2026-08-02 07:05:23,65.39,False,False,False,False,False,
RUN-002,VIN-2026230,Sedan,2026-08-02 07:06:37,66.63,False,False,False,False,False,
RUN-002,VIN-2026231,EV,2026-08-02 07:07:59,68.0,False,False,False,False,False,
RUN-002,VIN-2026232,SUV,2026-08-02 07:09:24,69.41,False,False,False,False,False,
RUN-002,VIN-2026233,EV,2026-08-02 07:10:40,70.68,False,False,False,False,False,
RUN-002,VIN-2026234,SUV,2026-08-02 07:12:00,72.01,False,False,False,False,False,
RUN-002,VIN-2026235,SUV,2026-08-02 07:13:22,73.38,False,False,False,False,False,
RUN-002,VIN-2026236,SUV,2026-08-02 07:14:36,74.6,False,False,False,False,False,
RUN-002,VIN-2026237,Sedan,2026-08-02 07:16:03,76.06,False,False,False,False,False,
RUN-002,VIN-2026238,Sedan,2026-08-02 07:17:12,77.21,False,False,False,False,False,
RUN-002,VIN-2026239,SUV,2026-08-02 07:18:35,78.6,False,False,False,False,False,
RUN-002,VIN-2026240,Sedan,2026-08-02 07:19:57,79.97,False,False,False,False,False,
RUN-002,VIN-2026241,EV,2026-08-02 07:21:14,81.23,False,False,False,False,False,
RUN-002,VIN-2026242,SUV,2026-08-02 07:22:39,82.65,False,False,False,False,False,
RUN-002,VIN-2026243,SUV,2026-08-02 07:24:00,84.02,False,False,False,False,False,
RUN-002,VIN-2026244,SUV,2026-08-02 07:25:27,85.46,False,False,False,False,False,
RUN-002,VIN-2026245,SUV,2026-08-02 07:26:41,86.69,False,False,False,False,False,
RUN-002,VIN-2026246,EV,2026-08-02 07:28:03,88.06,False,False,False,False,False,
RUN-002,VIN-2026247,EV,2026-08-02 07:29:25,89.43,False,False,False,False,False,
RUN-002,VIN-2026248,Sedan,2026-08-02 07:30:42,90.7,False,False,False,False,False,
RUN-002,VIN-2026249,SUV,2026-08-02 07:31:50,91.85,False,False,False,False,False,
RUN-002,VIN-2026250,Sedan,2026-08-02 07:33:18,93.32,False,False,False,False,False,
RUN-002,VIN-2026251,Sedan,2026-08-02 07:34:47,94.79,False,False,False,False,False,
RUN-002,VIN-2026252,Sedan,2026-08-02 07:36:04,96.07,False,False,False,False,False,
RUN-002,VIN-2026253,SUV,2026-08-02 07:37:19,97.32,False,False,False,False,False,
RUN-002,VIN-2026254,SUV,2026-08-02 07:38:43,98.72,False,False,False,False,False,
RUN-002,VIN-2026255,Sedan,2026-08-02 07:39:57,99.96,False,False,False,False,False,
RUN-002,VIN-2026256,Sedan,2026-08-02 07:41:15,101.26,False,False,False,False,False,
RUN-002,VIN-2026257,SUV,2026-08-02 07:42:35,102.6,False,False,False,False,False,
RUN-002,VIN-2026258,Sedan,2026-08-02 07:43:54,103.9,False,False,False,False,False,
RUN-002,VIN-2026259,Sedan,2026-08-02 07:45:28,105.48,False,False,False,False,False,
RUN-002,VIN-2026260,Sedan,2026-08-02 07:46:44,106.75,False,False,False,False,False,
RUN-002,VIN-2026261,SUV,2026-08-02 07:48:03,108.06,False,False,False,False,False,
RUN-002,VIN-2026262,SUV,2026-08-02 07:49:12,109.21,False,False,False,False,False,
RUN-002,VIN-2026263,Sedan,2026-08-02 07:50:38,110.65,False,False,False,False,False,
RUN-002,VIN-2026264,Sedan,2026-08-02 07:51:55,111.92,False,False,False,False,False,
RUN-002,VIN-2026265,Sedan,2026-08-02 07:53:18,113.31,False,False,False,False,False,
RUN-002,VIN-2026266,Sedan,2026-08-02 07:54:32,114.54,False,False,False,False,False,
RUN-002,VIN-2026267,Sedan,2026-08-02 07:55:55,115.92,False,False,False,False,False,
RUN-002,VIN-2026268,Sedan,2026-08-02 07:57:31,117.52,False,False,False,False,False,
RUN-002,VIN-2026269,Sedan,2026-08-02 07:58:47,118.79,False,False,False,False,False,
RUN-002,VIN-2026270,SUV,2026-08-02 07:59:56,119.95,False,False,False,False,False,
RUN-002,VIN-2026271,Sedan,2026-08-02 08:01:14,121.24,False,False,False,False,False,
RUN-002,VIN-2026272,Sedan,2026-08-02 08:02:37,122.63,False,False,False,False,False,
RUN-002,VIN-2026273,Sedan,2026-08-02 08:03:53,123.88,False,False,False,False,False,
RUN-002,VIN-2026274,SUV,2026-08-02 08:05:22,125.37,False,False,False,False,False,
RUN-002,VIN-2026275,Sedan,2026-08-02 08:06:49,126.83,False,False,False,False,False,
RUN-002,VIN-2026276,SUV,2026-08-02 08:07:57,127.95,False,False,False,False,False,
RUN-002,VIN-2026277,Sedan,2026-08-02 08:09:10,129.17,False,False,False,False,False,
RUN-002,VIN-2026278,Sedan,2026-08-02 08:10:45,130.76,False,False,False,True,True,RUN002-EVT02
RUN-002,VIN-2026279,SUV,2026-08-02 08:12:02,132.05,False,False,False,True,True,RUN002-EVT02
RUN-002,VIN-2026280,SUV,2026-08-02 08:13:24,133.4,False,False,False,True,True,RUN002-EVT02
RUN-002,VIN-2026281,Sedan,2026-08-02 08:14:36,134.61,False,False,False,True,True,RUN002-EVT02
RUN-002,VIN-2026282,Sedan,2026-08-02 08:15:58,135.98,False,False,False,True,True,RUN002-EVT02
