run_id,timestamp,minute_index,station_id,cycle_time_sec,torque_nm,vibration_mm_s,temperature_c,queue_length,status_flag,active_event_ids
RUN-001,2026-08-01 07:17:00,77,S01,43.18,42.25,1.28,,0.0,normal,
RUN-001,2026-08-01 07:18:00,78,S01,45.1,42.65,1.37,,0.0,normal,
RUN-001,2026-08-01 07:19:00,79,S01,44.59,39.09,1.302,,2.0,normal,
RUN-001,2026-08-01 07:20:00,80,S01,45.29,39.19,1.325,,0.0,normal,
RUN-001,2026-08-01 07:21:00,81,S01,44.58,39.84,1.168,,3.0,normal,
RUN-001,2026-08-01 07:22:00,82,S01,43.73,39.75,1.277,,1.0,normal,
RUN-001,2026-08-01 07:23:00,83,S01,42.84,40.7,1.293,,3.0,normal,
RUN-001,2026-08-01 07:24:00,84,S01,45.1,42.77,1.224,,2.0,normal,
RUN-001,2026-08-01 07:25:00,85,S01,44.02,39.62,1.293,,1.0,normal,
RUN-001,2026-08-01 07:26:00,86,S01,42.72,40.08,1.239,,2.0,normal,
RUN-001,2026-08-01 07:27:00,87,S01,45.69,41.91,1.189,,1.0,normal,
RUN-001,2026-08-01 07:28:00,88,S01,46.11,41.15,1.267,,2.0,normal,
RUN-001,2026-08-01 07:29:00,89,S01,43.77,40.99,1.301,,0.0,normal,
RUN-001,2026-08-01 07:30:00,90,S01,43.0,42.89,1.261,,2.0,normal,
RUN-001,2026-08-01 07:31:00,91,S01,44.31,42.34,1.254,,1.0,normal,
RUN-001,2026-08-01 07:32:00,92,S01,43.31,39.14,1.366,,2.0,normal,
RUN-001,2026-08-01 07:33:00,93,S01,45.86,39.96,1.306,,0.0,normal,
RUN-001,2026-08-01 07:34:00,94,S01,45.0,41.8,1.322,,2.0,normal,
RUN-001,2026-08-01 07:35:00,95,S01,41.76,43.51,1.247,,0.0,normal,
RUN-001,2026-08-01 07:36:00,96,S01,45.93,40.43,1.281,,0.0,normal,
RUN-001,2026-08-01 07:37:00,97,S01,44.5,43.44,1.329,,4.0,normal,
RUN-001,2026-08-01 07:38:00,98,S01,45.77,41.04,1.354,,2.0,normal,
RUN-001,2026-08-01 07:39:00,99,S01,44.93,41.16,1.289,,3.0,normal,
RUN-001,2026-08-01 07:40:00,100,S01,44.0,42.07,1.254,,2.0,normal,
RUN-001,2026-08-01 07:41:00,101,S01,42.59,40.05,1.353,,3.0,normal,
RUN-001,2026-08-01 07:42:00,102,S01,44.33,42.27,1.162,,2.0,normal,
RUN-001,2026-08-01 07:43:00,103,S01,45.27,38.98,1.334,,0.0,normal,
RUN-001,2026-08-01 07:44:00,104,S01,44.93,40.36,1.264,,0.0,normal,
RUN-001,2026-08-01 07:45:00,105,S01,44.68,41.82,1.345,,4.0,normal,
RUN-001,2026-08-01 07:46:00,106,S01,41.99,37.56,1.308,,0.0,normal,
RUN-001,2026-08-01 07:47:00,107,S01,45.71,39.36,1.282,,0.0,normal,
RUN-001,2026-08-01 07:48:00,108,S01,43.71,41.29,1.189,,4.0,normal,
RUN-001,2026-08-01 07:49:00,109,S01,44.21,40.65,1.306,,3.0,normal,
RUN-001,2026-08-01 07:50:00,110,S01,45.45,42.69,1.322,,1.0,normal,
RUN-001,2026-08-01 07:51:00,111,S01,44.41,41.57,1.384,,2.0,normal,
RUN-001,2026-08-01 07:52:00,112,S01,43.84,41.13,1.306,,5.0,normal,
RUN-001,2026-08-01 07:53:00,113,S01,46.48,39.46,1.36,,2.0,normal,
RUN-001,2026-08-01 07:54:00,114,S01,45.6,40.21,1.405,,4.0,normal,
RUN-001,2026-08-01 07:55:00,115,S01,43.06,41.26,1.411,,0.0,normal,
RUN-001,2026-08-01 07:56:00,116,S01,45.25,40.05,1.293,,3.0,normal,
RUN-001,2026-08-01 07:57:00,117,S01,44.43,38.29,1.39,,2.0,normal,
RUN-001,2026-08-01 07:58:00,118,S01,43.04,38.78,1.371,,3.0,normal,
RUN-001,2026-08-01 07:59:00,119,S01,44.15,40.05,1.314,,0.0,normal,
RUN-001,2026-08-01 08:00:00,120,S01,45.19,40.33,1.331,,1.0,normal,
RUN-001,2026-08-01 08:01:00,121,S01,46.43,41.56,1.341,,1.0,normal,
RUN-001,2026-08-01 08:02:00,122,S01,44.35,44.3,1.215,,1.0,normal,
RUN-001,2026-08-01 08:03:00,123,S01,44.08,42.12,1.283,,0.0,normal,
RUN-001,2026-08-01 08:04:00,124,S01,45.92,41.52,1.337,,2.0,normal,
RUN-001,2026-08-01 08:05:00,125,S01,45.87,42.45,1.324,,0.0,normal,
RUN-001,2026-08-01 08:06:00,126,S01,43.22,39.03,1.387,,2.0,normal,
RUN-001,2026-08-01 08:07:00,127,S01,44.38,41.1,1.256,,1.0,normal,
RUN-001,2026-08-01 08:08:00,128,S01,44.87,41.56,1.291,,4.0,normal,
RUN-001,2026-08-01 08:09:00,129,S01,42.71,42.4,1.395,,2.0,normal,
RUN-001,2026-08-01 08:10:00,130,S01,43.45,41.86,1.233,,1.0,normal,
RUN-001,2026-08-01 08:11:00,131,S01,43.2,45.11,1.338,,0.0,normal,
RUN-001,2026-08-01 08:12:00,132,S01,43.57,40.24,1.308,,4.0,normal,
RUN-001,2026-08-01 08:13:00,133,S01,42.11,40.45,1.217,,2.0,normal,
RUN-001,2026-08-01 08:14:00,134,S01,42.47,41.58,1.262,,1.0,normal,
RUN-001,2026-08-01 08:15:00,135,S01,44.96,43.5,1.259,,0.0,normal,
RUN-001,2026-08-01 08:16:00,136,S01,44.02,40.57,1.264,,0.0,normal,
RUN-001,2026-08-01 08:17:00,137,S01,43.93,40.67,1.295,,1.0,normal,
RUN-001,2026-08-01 08:18:00,138,S01,42.66,41.27,1.27,,1.0,normal,
RUN-001,2026-08-01 08:19:00,139,S01,41.63,43.03,1.368,,1.0,normal,
RUN-001,2026-08-01 08:20:00,140,S01,44.02,40.81,1.366,,1.0,normal,
RUN-001,2026-08-01 08:21:00,141,S01,43.92,41.01,1.372,,2.0,normal,
RUN-001,2026-08-01 08:22:00,142,S01,44.55,42.12,1.305,,2.0,normal,
RUN-001,2026-08-01 08:23:00,143,S01,43.15,42.42,1.384,,2.0,normal,
RUN-001,2026-08-01 08:24:00,144,S01,44.94,41.03,1.279,,2.0,normal,
RUN-001,2026-08-01 08:25:00,145,S01,44.34,42.6,1.275,,0.0,normal,
RUN-001,2026-08-01 08:26:00,146,S01,43.11,41.39,1.151,,2.0,normal,
RUN-001,2026-08-01 08:27:00,147,S01,44.74,42.26,1.273,,3.0,normal,
RUN-001,2026-08-01 08:28:00,148,S01,43.57,39.11,1.346,,0.0,normal,
RUN-001,2026-08-01 08:29:00,149,S01,44.54,41.01,1.306,,1.0,normal,
RUN-001,2026-08-01 08:30:00,150,S01,43.56,40.75,1.17,,2.0,normal,
RUN-001,2026-08-01 08:31:00,151,S01,45.95,43.84,1.255,,3.0,normal,
RUN-001,2026-08-01 08:32:00,152,S01,46.43,41.12,1.28,,1.0,normal,
RUN-001,2026-08-01 08:33:00,153,S01,43.99,38.53,1.314,,2.0,normal,
RUN-001,2026-08-01 08:34:00,154,S01,44.51,42.96,1.362,,0.0,normal,
RUN-001,2026-08-01 08:35:00,155,S01,44.88,44.06,1.311,,1.0,normal,
RUN-001,2026-08-01 08:36:00,156,S01,44.08,44.55,1.261,,0.0,normal,
RUN-001,2026-08-01 08:37:00,157,S01,44.25,40.75,1.29,,2.0,normal,
RUN-001,2026-08-01 08:38:00,158,S01,44.31,45.36,1.237,,0.0,normal,
RUN-001,2026-08-01 08:39:00,159,S01,42.98,40.98,1.368,,2.0,normal,
RUN-001,2026-08-01 08:40:00,160,S01,44.79,42.91,1.258,,1.0,normal,
RUN-001,2026-08-01 08:41:00,161,S01,41.79,41.63,1.336,,2.0,normal,
RUN-001,2026-08-01 08:42:00,162,S01,43.29,40.43,1.312,,1.0,normal,
RUN-001,2026-08-01 08:43:00,163,S01,43.74,40.35,1.306,,1.0,normal,
RUN-001,2026-08-01 08:44:00,164,S01,45.45,43.95,1.277,,1.0,normal,
RUN-001,2026-08-01 08:45:00,165,S01,43.27,42.17,1.329,,1.0,normal,
RUN-001,2026-08-01 08:46:00,166,S01,42.97,40.87,1.222,,0.0,normal,
RUN-001,2026-08-01 08:47:00,167,S01,42.73,40.03,1.335,,0.0,normal,
RUN-001,2026-08-01 08:48:00,168,S01,48.17,45.25,1.225,,4.0,normal,
RUN-001,2026-08-01 08:49:00,169,S01,45.62,42.86,1.261,,2.0,normal,
RUN-001,2026-08-01 08:50:00,170,S01,44.79,41.1,1.305,,1.0,normal,
RUN-001,2026-08-01 08:51:00,171,S01,42.77,42.71,1.327,,0.0,normal,
RUN-001,2026-08-01 08:52:00,172,S01,43.04,41.5,1.356,,0.0,normal,
RUN-001,2026-08-01 08:53:00,173,S01,44.32,40.2,1.266,,1.0,normal,
RUN-001,2026-08-01 08:54:00,174,S01,45.36,41.43,1.345,,1.0,normal,
RUN-001,2026-08-01 08:55:00,175,S01,43.66,40.61,1.169,,3.0,normal,
RUN-001,2026-08-01 08:56:00,176,S01,46.35,42.16,1.379,,2.0,normal,
RUN-001,2026-08-01 08:57:00,177,S01,43.92,43.03,1.331,,0.0,normal,
RUN-001,2026-08-01 08:58:00,178,S01,44.25,40.48,1.316,,1.0,normal,
RUN-001,2026-08-01 08:59:00,179,S01,42.38,39.42,1.262,,0.0,normal,
RUN-001,2026-08-01 09:00:00,180,S01,43.74,38.76,1.218,,3.0,normal,
RUN-001,2026-08-01 09:01:00,181,S01,42.71,39.47,1.235,,0.0,normal,
RUN-001,2026-08-01 09:02:00,182,S01,44.66,41.75,1.296,,1.0,normal,
RUN-001,2026-08-01 09:03:00,183,S01,44.85,38.82,1.173,,0.0,normal,
RUN-001,2026-08-01 09:04:00,184,S01,45.03,38.48,1.283,,0.0,normal,
RUN-001,2026-08-01 09:05:00,185,S01,45.11,41.25,1.375,,4.0,normal,
RUN-001,2026-08-01 09:06:00,186,S01,43.09,40.84,1.325,,5.0,normal,
RUN-001,2026-08-01 09:07:00,187,S01,45.65,39.72,1.304,,4.0,normal,
RUN-001,2026-08-01 09:08:00,188,S01,43.6,44.27,1.371,,3.0,normal,
RUN-001,2026-08-01 09:09:00,189,S01,46.51,40.88,1.334,,5.0,normal,
RUN-001,2026-08-01 09:10:00,190,S01,45.15,41.11,1.378,,0.0,normal,
RUN-001,2026-08-01 09:11:00,191,S01,44.08,43.17,1.342,,1.0,normal,
RUN-001,2026-08-01 09:12:00,192,S01,42.32,41.56,1.202,,1.0,normal,
RUN-001,2026-08-01 09:13:00,193,S01,43.44,41.33,1.28,,3.0,normal,
RUN-001,2026-08-01 09:14:00,194,S01,42.79,42.71,1.347,,3.0,normal,
RUN-001,2026-08-01 09:15:00,195,S01,42.16,42.25,1.309,,2.0,normal,
RUN-001,2026-08-01 09:16:00,196,S01,43.65,39.28,1.296,,2.0,normal,
RUN-001,2026-08-01 09:17:00,197,S01,45.86,40.32,1.316,,3.0,normal,
RUN-001,2026-08-01 09:18:00,198,S01,44.1,41.13,1.323,,0.0,normal,
RUN-001,2026-08-01 09:19:00,199,S01,43.16,39.77,1.286,,5.0,normal,
RUN-001,2026-08-01 09:20:00,200,S01,46.05,41.9,1.353,,2.0,normal,
RUN-001,2026-08-01 09:21:00,201,S01,43.54,40.87,1.318,,1.0,normal,
RUN-001,2026-08-01 09:22:00,202,S01,43.86,41.49,1.362,,1.0,normal,
RUN-001,2026-08-01 09:23:00,203,S01,43.23,42.36,1.313,,1.0,normal,
RUN-001,2026-08-01 09:24:00,204,S01,42.72,42.51,1.35,,1.0,normal,
RUN-001,2026-08-01 09:25:00,205,S01,43.5,39.63,1.304,,2.0,normal,
RUN-001,2026-08-01 09:26:00,206,S01,41.94,42.23,1.251,,1.0,normal,
RUN-001,2026-08-01 09:27:00,207,S01,43.18,41.08,1.442,,2.0,normal,
RUN-001,2026-08-01 09:28:00,208,S01,43.39,40.16,1.302,,6.0,normal,
RUN-001,2026-08-01 09:29:00,209,S01,43.07,38.94,1.382,,2.0,normal,
RUN-001,2026-08-01 09:30:00,210,S01,46.2,44.67,1.365,,0.0,normal,
RUN-001,2026-08-01 09:31:00,211,S01,44.23,41.87,1.26,,0.0,normal,
RUN-001,2026-08-01 09:32:00,212,S01,46.98,42.62,1.319,,4.0,normal,
RUN-001,2026-08-01 09:33:00,213,S01,43.61,41.67,1.296,,2.0,normal,
RUN-001,2026-08-01 09:34:00,214,S01,46.01,41.59,1.232,,3.0,normal,
RUN-001,2026-08-01 09:35:00,215,S01,44.07,41.57,1.29,,2.0,normal,
RUN-001,2026-08-01 09:36:00,216,S01,44.27,41.69,1.348,,3.0,normal,
RUN-001,2026-08-01 09:37:00,217,S01,45.07,42.1,1.358,,2.0,normal,
RUN-001,2026-08-01 09:38:00,218,S01,44.32,42.48,1.295,,1.0,normal,
RUN-001,2026-08-01 09:39:00,219,S01,43.93,43.29,1.344,,1.0,normal,
RUN-001,2026-08-01 09:40:00,220,S01,45.29,40.22,1.509,,1.0,normal,
RUN-001,2026-08-01 09:41:00,221,S01,41.98,42.65,1.161,,1.0,normal,
RUN-001,2026-08-01 09:42:00,222,S01,43.36,42.79,1.273,,2.0,normal,
RUN-001,2026-08-01 09:43:00,223,S01,44.9,43.07,1.536,,2.0,normal,
RUN-001,2026-08-01 09:44:00,224,S01,42.83,43.41,1.233,,3.0,normal,
RUN-001,2026-08-01 09:45:00,225,S01,43.05,40.04,1.313,,4.0,normal,
RUN-001,2026-08-01 09:46:00,226,S01,43.42,41.34,1.36,,1.0,normal,
RUN-001,2026-08-01 09:47:00,227,S01,45.35,40.0,1.263,,0.0,normal,
RUN-001,2026-08-01 09:48:00,228,S01,44.18,43.57,1.274,,1.0,normal,
RUN-001,2026-08-01 09:49:00,229,S01,44.75,44.15,1.263,,0.0,normal,
RUN-001,2026-08-01 09:50:00,230,S01,42.18,41.78,1.185,,0.0,normal,
RUN-001,2026-08-01 09:51:00,231,S01,45.11,39.4,1.328,,2.0,normal,
RUN-001,2026-08-01 09:52:00,232,S01,44.44,41.71,1.3,,3.0,normal,
RUN-001,2026-08-01 09:53:00,233,S01,42.56,40.81,1.348,,1.0,normal,
RUN-001,2026-08-01 09:54:00,234,S01,44.73,41.24,1.272,,1.0,normal,
RUN-001,2026-08-01 09:55:00,235,S01,43.57,41.29,1.319,,0.0,normal,
RUN-001,2026-08-01 09:56:00,236,S01,41.08,41.63,1.354,,0.0,normal,
RUN-001,2026-08-01 09:57:00,237,S01,41.95,43.67,1.347,,0.0,normal,
RUN-001,2026-08-01 09:58:00,238,S01,44.33,40.77,1.438,,1.0,normal,
RUN-001,2026-08-01 09:59:00,239,S01,42.99,40.17,1.267,,2.0,normal,
RUN-001,2026-08-01 06:00:00,0,S02,41.66,36.36,1.125,,1.0,normal,
RUN-001,2026-08-01 06:01:00,1,S02,41.5,36.33,1.097,,3.0,normal,
RUN-001,2026-08-01 06:02:00,2,S02,40.83,39.88,1.088,,4.0,normal,
RUN-001,2026-08-01 06:03:00,3,S02,41.7,35.66,1.104,,1.0,normal,
RUN-001,2026-08-01 06:04:00,4,S02,43.12,38.2,1.032,,1.0,normal,
RUN-001,2026-08-01 06:05:00,5,S02,40.98,37.55,1.065,,1.0,normal,
RUN-001,2026-08-01 06:06:00,6,S02,39.26,33.98,1.114,,2.0,normal,
RUN-001,2026-08-01 06:07:00,7,S02,40.3,34.2,1.04,,1.0,normal,
RUN-001,2026-08-01 06:08:00,8,S02,40.92,36.32,1.065,,0.0,normal,
RUN-001,2026-08-01 06:09:00,9,S02,41.6,34.45,1.068,,1.0,normal,
RUN-001,2026-08-01 06:10:00,10,S02,41.56,36.23,1.088,,0.0,normal,
RUN-001,2026-08-01 06:11:00,11,S02,41.09,33.97,1.134,,0.0,normal,
RUN-001,2026-08-01 06:12:00,12,S02,41.41,36.38,1.053,,0.0,normal,
RUN-001,2026-08-01 06:13:00,13,S02,42.08,36.66,1.141,,1.0,normal,
RUN-001,2026-08-01 06:14:00,14,S02,40.33,36.27,1.197,,1.0,normal,
RUN-001,2026-08-01 06:15:00,15,S02,39.38,37.09,1.028,,1.0,normal,
RUN-001,2026-08-01 06:16:00,16,S02,40.81,33.71,1.048,,4.0,normal,
RUN-001,2026-08-01 06:17:00,17,S02,41.42,36.03,1.073,,2.0,normal,
RUN-001,2026-08-01 06:18:00,18,S02,43.51,34.99,1.065,,5.0,normal,
RUN-001,2026-08-01 06:19:00,19,S02,42.78,40.29,1.089,,0.0,normal,
RUN-001,2026-08-01 06:20:00,20,S02,40.21,36.48,1.055,,0.0,normal,
RUN-001,2026-08-01 06:21:00,21,S02,39.16,38.0,1.009,,2.0,normal,
RUN-001,2026-08-01 06:22:00,22,S02,40.82,36.41,0.993,,2.0,normal,
RUN-001,2026-08-01 06:23:00,23,S02,41.82,35.3,1.105,,0.0,normal,
RUN-001,2026-08-01 06:24:00,24,S02,42.41,37.24,1.009,,2.0,normal,
RUN-001,2026-08-01 06:25:00,25,S02,41.26,35.56,1.069,,2.0,normal,
RUN-001,2026-08-01 06:26:00,26,S02,41.24,37.69,1.042,,0.0,normal,
RUN-001,2026-08-01 06:27:00,27,S02,43.38,39.93,1.13,,0.0,normal,
RUN-001,2026-08-01 06:28:00,28,S02,38.89,37.8,1.01,,4.0,normal,
RUN-001,2026-08-01 06:29:00,29,S02,41.51,36.85,1.199,,2.0,normal,
RUN-001,2026-08-01 06:30:00,30,S02,43.24,36.85,1.115,,2.0,normal,
RUN-001,2026-08-01 06:31:00,31,S02,39.9,36.99,1.149,,1.0,normal,
RUN-001,2026-08-01 06:32:00,32,S02,40.33,34.93,1.073,,2.0,normal,
RUN-001,2026-08-01 06:33:00,33,S02,41.96,34.32,1.215,,0.0,normal,
RUN-001,2026-08-01 06:34:00,34,S02,40.37,36.14,1.154,,3.0,normal,
RUN-001,2026-08-01 06:35:00,35,S02,38.9,36.69,1.092,,1.0,normal,
RUN-001,2026-08-01 06:36:00,36,S02,42.41,36.8,1.015,,2.0,normal,
RUN-001,2026-08-01 06:37:00,37,S02,41.5,34.95,1.087,,0.0,normal,
RUN-001,2026-08-01 06:38:00,38,S02,41.17,36.61,1.194,,2.0,normal,
RUN-001,2026-08-01 06:39:00,39,S02,40.53,35.26,1.084,,2.0,normal,
RUN-001,2026-08-01 06:40:00,40,S02,39.21,36.33,1.075,,1.0,normal,
RUN-001,2026-08-01 06:41:00,41,S02,42.4,35.79,1.023,,0.0,normal,
RUN-001,2026-08-01 06:42:00,42,S02,43.07,35.28,1.088,,0.0,normal,
RUN-001,2026-08-01 06:43:00,43,S02,41.0,39.29,1.076,,2.0,normal,
RUN-001,2026-08-01 06:44:00,44,S02,39.59,37.54,1.058,,4.0,normal,
RUN-001,2026-08-01 06:45:00,45,S02,43.67,36.03,1.137,,0.0,normal,
RUN-001,2026-08-01 06:46:00,46,S02,43.2,38.67,1.054,,2.0,normal,
RUN-001,2026-08-01 06:47:00,47,S02,40.74,39.9,1.109,,1.0,normal,
RUN-001,2026-08-01 06:48:00,48,S02,42.74,37.22,1.057,,0.0,normal,
RUN-001,2026-08-01 06:49:00,49,S02,40.68,38.1,1.122,,2.0,normal,
RUN-001,2026-08-01 06:50:00,50,S02,41.22,33.82,1.015,,1.0,normal,
RUN-001,2026-08-01 06:51:00,51,S02,40.29,35.51,1.079,,3.0,normal,
RUN-001,2026-08-01 06:52:00,52,S02,40.35,34.49,1.059,,2.0,normal,
RUN-001,2026-08-01 06:53:00,53,S02,41.23,33.8,1.109,,0.0,normal,
RUN-001,2026-08-01 06:54:00,54,S02,42.38,39.77,1.065,,1.0,normal,
RUN-001,2026-08-01 06:55:00,55,S02,40.61,36.37,1.032,,3.0,normal,
RUN-001,2026-08-01 06:56:00,56,S02,40.48,37.76,1.089,,1.0,normal,
RUN-001,2026-08-01 06:57:00,57,S02,39.21,38.75,1.194,,2.0,normal,
RUN-001,2026-08-01 06:58:00,58,S02,39.83,37.92,1.121,,0.0,normal,
RUN-001,2026-08-01 06:59:00,59,S02,41.2,37.89,1.053,,0.0,normal,
RUN-001,2026-08-01 07:00:00,60,S02,39.56,38.55,1.009,,2.0,normal,
RUN-001,2026-08-01 07:01:00,61,S02,42.32,40.49,1.012,,1.0,normal,
RUN-001,2026-08-01 07:02:00,62,S02,39.84,35.94,1.052,,4.0,normal,
RUN-001,2026-08-01 07:03:00,63,S02,39.65,38.23,1.142,,6.0,normal,
RUN-001,2026-08-01 07:04:00,64,S02,41.52,35.89,1.151,,2.0,normal,
RUN-001,2026-08-01 07:05:00,65,S02,39.76,37.01,1.142,,0.0,normal,
RUN-001,2026-08-01 07:06:00,66,S02,40.52,38.66,1.078,,1.0,normal,
RUN-001,2026-08-01 07:07:00,67,S02,41.0,38.51,1.002,,4.0,normal,
